StrongPlayer;Internal;150000;MazeGenerator 1;28;27;5;0;567,3948
StrongPlayer;Internal;150000;MazeGenerator 1;23;11;6;0;250,3329
StrongPlayer;Internal;150000;MazeGenerator 1;20;3;7;0;83,9991
StrongPlayer;Internal;150000;MazeGenerator 1;17;14;8;0;301,6104
StrongPlayer;Internal;150000;MazeGenerator 1;15;14;9;0;298,857
StrongPlayer;Internal;150000;MazeGenerator 1;14;28;10;0;585,2417
StrongPlayer;Internal;150000;MazeGenerator 1;12;3;11;0;84,0003
StrongPlayer;Internal;150000;MazeGenerator 1;11;28;12;0;573,5471
StrongPlayer;Internal;150000;MazeGenerator 1;10;19;13;0;399,1209
StrongPlayer;Internal;150000;MazeGenerator 1;10;5;14;0;123,3496
StrongPlayer;Internal;150000;MazeGenerator 1;9;25;15;0;516,7316
StrongPlayer;Internal;150000;MazeGenerator 1;8;25;16;0;533,3235
StrongPlayer;Internal;150000;MazeGenerator 1;8;28;17;0;587,7171
StrongPlayer;Internal;150000;MazeGenerator 1;7;7;18;0;168,1859
StrongPlayer;Internal;150000;MazeGenerator 1;7;26;19;0;555,0891
StrongPlayer;Internal;150000;MazeGenerator 1;7;11;20;0;236,1397
StrongPlayer;Internal;150000;MazeGenerator 1;6;14;21;0;300,1563
StrongPlayer;Internal;150000;MazeGenerator 1;6;17;22;0;367,8127
StrongPlayer;Internal;150000;MazeGenerator 1;6;29;23;0;602,5355
StrongPlayer;Internal;150000;MazeGenerator 1;5;3;24;0;84,0165
StrongPlayer;Internal;150000;MazeGenerator 1;5;16;25;0;333,4346
StrongPlayer;Internal;150000;MazeGenerator 1;5;20;26;0;420,6047
StrongPlayer;Internal;150000;MazeGenerator 1;5;17;27;0;368,5987
StrongPlayer;Internal;150000;MazeGenerator 1;5;13;28;0;283,301
StrongPlayer;Internal;150000;MazeGenerator 1;4;35;29;0;724,5305
StrongPlayer;Internal;150000;MazeGenerator 1;4;8;30;0;183,969
StrongPlayer;Internal;150000;MazeGenerator 1;4;7;31;0;166,8955
StrongPlayer;Internal;150000;MazeGenerator 1;4;8;32;0;184,0413
StrongPlayer;Internal;150000;MazeGenerator 1;4;13;33;0;268,6172
StrongPlayer;Internal;150000;MazeGenerator 1;4;11;34;0;233,0002
StrongPlayer;Internal;150000;MazeGenerator 1;4;12;35;0;249,8158
StrongPlayer;Internal;150000;MazeGenerator 1;3;16;36;0;333,2572
StrongPlayer;Internal;150000;MazeGenerator 1;3;45;37;0;940,1515
StrongPlayer;Internal;150000;MazeGenerator 1;3;5;38;0;118,1785
StrongPlayer;Internal;150000;MazeGenerator 1;3;8;39;0;168,2927
StrongPlayer;Internal;150000;MazeGenerator 1;3;27;40;0;552,6559
StrongPlayer;Internal;150000;MazeGenerator 1;3;11;41;0;232,1392
StrongPlayer;Internal;150000;MazeGenerator 1;3;7;42;0;151,3413
StrongPlayer;Internal;150000;MazeGenerator 1;3;7;43;0;151,0006
StrongPlayer;Internal;150000;MazeGenerator 1;3;13;44;0;269,7013
StrongPlayer;Internal;150000;MazeGenerator 1;3;15;45;0;318,1176
StrongPlayer;Internal;150000;MazeGenerator 1;3;11;46;0;251,6685
StrongPlayer;Internal;150000;MazeGenerator 1;2;4;47;0;101,0011
StrongPlayer;Internal;150000;MazeGenerator 1;2;11;48;0;233,0004
StrongPlayer;Internal;150000;MazeGenerator 1;2;9;49;0;614,164
StrongPlayer;Internal;150000;MazeGenerator 1;2;22;50;0;462,9966
StrongPlayer;Internal;150000;MazeGenerator 1;2;19;51;0;428,0012
StrongPlayer;Internal;150000;MazeGenerator 1;2;34;52;0;719,9991
StrongPlayer;Internal;150000;MazeGenerator 1;100;12;1;100;671,1756
StrongPlayer;Internal;150000;MazeGenerator 1;50;8;2;0;183,6353
StrongPlayer;Internal;150000;MazeGenerator 1;36;18;3;8;365,9916
StrongPlayer;Internal;150000;MazeGenerator 1;27;17;4;0;349,1244
StrongPlayer;Internal;150000;MazeGenerator 1;21;13;5;0;284,3401
StrongPlayer;Internal;150000;MazeGenerator 1;100;3;1;100;475,9996
StrongPlayer;Internal;150000;MazeGenerator 1;89;5;2;78;118,1652
StrongPlayer;Internal;150000;MazeGenerator 1;72;15;3;39;316,0832
StrongPlayer;Internal;150000;MazeGenerator 1;54;12;4;0;250,3414
StrongPlayer;Internal;150000;MazeGenerator 1;43;9;5;0;200,584
StrongPlayer;Internal;150000;MazeGenerator 1;36;21;6;0;452,9303
StrongPlayer;Internal;150000;MazeGenerator 1;31;11;7;0;233,2307
